#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LYN	PDGFB	9606.ENSP00000428924	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.113	0.907
LYN	RAC1	9606.ENSP00000428924	9606.ENSP00000348461	0	0	0	0	0	0.140	0.900	0.284	0.933
LYN	SRC	9606.ENSP00000428924	9606.ENSP00000362680	0	0	0.442	0.952	0	0.486	0.900	0.909	0.949
LYN	RHOA	9606.ENSP00000428924	9606.ENSP00000400175	0	0	0	0	0	0.140	0.900	0.412	0.945
MAPK3	SPHK1	9606.ENSP00000263025	9606.ENSP00000313681	0	0	0	0	0.049	0.057	0.800	0.563	0.911
MAPK3	S1PR1	9606.ENSP00000263025	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.397	0.937
MAPK3	RAC1	9606.ENSP00000263025	9606.ENSP00000348461	0	0	0	0	0.062	0.247	0.900	0.471	0.957
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0.308	0.611	0.062	0.538	0.900	0.835	0.971
MAPK3	RHOA	9606.ENSP00000263025	9606.ENSP00000400175	0	0	0	0	0.062	0.214	0.900	0.718	0.976
MAPK3	STAT3	9606.ENSP00000263025	9606.ENSP00000264657	0	0	0	0	0.062	0.225	0.900	0.823	0.985
PDGFB	PDGFRB	9606.ENSP00000330382	9606.ENSP00000261799	0	0	0	0	0	0.975	0.900	0.986	0.999
PDGFB	STAT3	9606.ENSP00000330382	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.392	0.936
PDGFB	S1PR1	9606.ENSP00000330382	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.249	0.921
PDGFB	SPHK1	9606.ENSP00000330382	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.203	0.916
PDGFB	RAC1	9606.ENSP00000330382	9606.ENSP00000348461	0	0	0	0	0	0	0.900	0.096	0.905
PDGFB	SRC	9606.ENSP00000330382	9606.ENSP00000362680	0	0	0	0	0.076	0	0.900	0.459	0.945
PDGFRB	RAC1	9606.ENSP00000261799	9606.ENSP00000348461	0	0	0	0	0	0.078	0.900	0.148	0.914
PDGFRB	SPHK1	9606.ENSP00000261799	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.211	0.917
PDGFRB	S1PR1	9606.ENSP00000261799	9606.ENSP00000305416	0	0	0	0	0.097	0.270	0.900	0.660	0.974
PDGFRB	STAT3	9606.ENSP00000261799	9606.ENSP00000264657	0	0	0	0	0	0.629	0.900	0.556	0.982
PDGFRB	SRC	9606.ENSP00000261799	9606.ENSP00000362680	0	0	0	0.659	0.062	0.885	0.900	0.873	0.991
RAC1	STAT3	9606.ENSP00000348461	9606.ENSP00000264657	0	0	0	0	0	0.282	0.900	0.469	0.958
RAC1	S1PR1	9606.ENSP00000348461	9606.ENSP00000305416	0	0	0	0	0.062	0	0.900	0.204	0.918
RAC1	RHOA	9606.ENSP00000348461	9606.ENSP00000400175	0	0	0.408	0.945	0.114	0.370	0.900	0.806	0.943
RAC1	SRC	9606.ENSP00000348461	9606.ENSP00000362680	0	0	0	0	0	0.345	0.900	0.630	0.973
RHOA	S1PR1	9606.ENSP00000400175	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.375	0.934
RHOA	SRC	9606.ENSP00000400175	9606.ENSP00000362680	0	0	0	0	0.084	0.140	0.900	0.929	0.993
S1PR1	STAT3	9606.ENSP00000305416	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.652	0.963
S1PR1	SPHK1	9606.ENSP00000305416	9606.ENSP00000313681	0	0	0	0	0	0	0	0.916	0.916
S1PR1	SRC	9606.ENSP00000305416	9606.ENSP00000362680	0	0	0	0	0	0.241	0.900	0.259	0.938
SRC	STAT3	9606.ENSP00000362680	9606.ENSP00000264657	0	0	0	0	0.061	0.883	0.900	0.986	0.999
