#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CSF2	CSF2RB	9606.ENSP00000296871	9606.ENSP00000384053	0	0	0	0	0	0.963	0.900	0.766	0.999
CSF2RA	STAT3	9606.ENSP00000394227	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.255	0.922
CSF2RA	STAT5B	9606.ENSP00000394227	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.504	0.948
CSF2RA	IL3	9606.ENSP00000394227	9606.ENSP00000296870	0	0	0	0	0	0	0.500	0.828	0.910
CSF2RA	PRKACA	9606.ENSP00000394227	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0.149	0.911
CSF2RA	PTPN11	9606.ENSP00000394227	9606.ENSP00000340944	0	0	0	0	0.079	0	0.900	0.391	0.939
CSF2RA	STAT5A	9606.ENSP00000394227	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.504	0.948
CSF2RA	STAT1	9606.ENSP00000394227	9606.ENSP00000354394	0	0	0	0	0.062	0	0.900	0.202	0.918
CSF2RA	PRKACB	9606.ENSP00000394227	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.149	0.911
CSF2RA	SYK	9606.ENSP00000394227	9606.ENSP00000364907	0	0	0	0	0.120	0.056	0.900	0.112	0.916
CSF2RA	PRKACG	9606.ENSP00000394227	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0.149	0.911
CSF2RA	JAK2	9606.ENSP00000394227	9606.ENSP00000371067	0	0	0	0	0	0.058	0.900	0.927	0.992
CSF2RA	GRB2	9606.ENSP00000394227	9606.ENSP00000376345	0	0	0	0	0.063	0	0.900	0.114	0.909
CSF2RA	ITGB1	9606.ENSP00000394227	9606.ENSP00000379350	0	0	0	0	0.089	0	0.900	0.134	0.914
CSF2RA	CSF2RB	9606.ENSP00000394227	9606.ENSP00000384053	0	0	0	0	0.223	0.226	0.900	0.897	0.993
CSF2RA	INPP5D	9606.ENSP00000394227	9606.ENSP00000405338	0	0	0	0	0.087	0	0.900	0.063	0.906
CSF2RA	LYN	9606.ENSP00000394227	9606.ENSP00000428924	0	0	0	0	0.107	0.226	0.900	0.213	0.938
CSF2RA	PIK3R1	9606.ENSP00000394227	9606.ENSP00000428056	0	0	0	0	0	0.410	0.900	0	0.938
CSF2RA	SHC1	9606.ENSP00000394227	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.450	0.942
CSF2RA	IKBKB	9606.ENSP00000394227	9606.ENSP00000430684	0	0	0	0	0.062	0.610	0.900	0	0.960
CSF2RB	STAT3	9606.ENSP00000384053	9606.ENSP00000264657	0	0	0	0	0.062	0.470	0.900	0.332	0.962
CSF2RB	STAT5B	9606.ENSP00000384053	9606.ENSP00000293328	0	0	0	0	0.065	0.056	0.900	0.396	0.939
CSF2RB	IL3	9606.ENSP00000384053	9606.ENSP00000296870	0	0	0	0	0	0.972	0.900	0.769	0.999
CSF2RB	PRKACA	9606.ENSP00000384053	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0	0.900
CSF2RB	PTPN11	9606.ENSP00000384053	9606.ENSP00000340944	0	0	0	0	0.096	0.835	0.900	0.085	0.984
CSF2RB	STAT5A	9606.ENSP00000384053	9606.ENSP00000341208	0	0	0	0	0.237	0.281	0.900	0.437	0.965
CSF2RB	STAT1	9606.ENSP00000384053	9606.ENSP00000354394	0	0	0	0	0.062	0.225	0.900	0.170	0.931
CSF2RB	PRKACB	9606.ENSP00000384053	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
CSF2RB	SYK	9606.ENSP00000384053	9606.ENSP00000364907	0	0	0	0	0.232	0.225	0.900	0.154	0.943
CSF2RB	PRKACG	9606.ENSP00000384053	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0.103	0.906
CSF2RB	JAK2	9606.ENSP00000384053	9606.ENSP00000371067	0	0	0	0	0.089	0.878	0.900	0.718	0.996
CSF2RB	GRB2	9606.ENSP00000384053	9606.ENSP00000376345	0	0	0	0	0.065	0	0.900	0.396	0.938
CSF2RB	IKBKB	9606.ENSP00000384053	9606.ENSP00000430684	0	0	0	0	0.086	0.204	0.900	0.054	0.922
CSF2RB	PIK3R1	9606.ENSP00000384053	9606.ENSP00000428056	0	0	0	0	0	0.270	0.900	0.049	0.924
CSF2RB	INPP5D	9606.ENSP00000384053	9606.ENSP00000405338	0	0	0	0	0.331	0	0.900	0	0.930
CSF2RB	LYN	9606.ENSP00000384053	9606.ENSP00000428924	0	0	0	0	0.147	0.281	0.900	0.411	0.959
CSF2RB	SHC1	9606.ENSP00000384053	9606.ENSP00000401303	0	0	0	0	0	0.865	0.900	0.568	0.993
GRB2	STAT3	9606.ENSP00000376345	9606.ENSP00000264657	0	0	0	0	0.097	0.270	0.900	0.604	0.970
GRB2	STAT5B	9606.ENSP00000376345	9606.ENSP00000293328	0	0	0	0	0.062	0	0.500	0.553	0.772
GRB2	IL3	9606.ENSP00000376345	9606.ENSP00000296870	0	0	0	0	0	0	0.900	0.568	0.954
GRB2	PTPN11	9606.ENSP00000376345	9606.ENSP00000340944	0	0	0	0.633	0.095	0.948	0.900	0.995	0.996
GRB2	STAT5A	9606.ENSP00000376345	9606.ENSP00000341208	0	0	0	0	0.062	0	0.500	0.581	0.786
GRB2	SYK	9606.ENSP00000376345	9606.ENSP00000364907	0	0	0	0	0.062	0.713	0.900	0.930	0.997
GRB2	JAK2	9606.ENSP00000376345	9606.ENSP00000371067	0	0	0	0	0	0.728	0.900	0.982	0.999
GRB2	LYN	9606.ENSP00000376345	9606.ENSP00000428924	0	0	0	0.737	0.097	0.156	0.900	0.809	0.934
GRB2	ITGB1	9606.ENSP00000376345	9606.ENSP00000379350	0	0	0	0	0.084	0	0.900	0.475	0.947
GRB2	INPP5D	9606.ENSP00000376345	9606.ENSP00000405338	0	0	0	0.623	0.056	0.869	0.900	0.946	0.991
GRB2	PIK3R1	9606.ENSP00000376345	9606.ENSP00000428056	0	0	0	0	0	0.907	0.900	0.934	0.999
GRB2	SHC1	9606.ENSP00000376345	9606.ENSP00000401303	0	0	0	0	0.062	0.998	0.900	0.994	0.999
IKBKB	STAT3	9606.ENSP00000430684	9606.ENSP00000264657	0	0	0	0	0.065	0.345	0	0.604	0.737
IL3	STAT5B	9606.ENSP00000296870	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.710	0.969
IL3	PRKACA	9606.ENSP00000296870	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0.049	0.900
IL3	PRKACG	9606.ENSP00000296870	9606.ENSP00000366488	0	0	0	0	0	0	0.900	0.049	0.900
IL3	PRKACB	9606.ENSP00000296870	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.082	0.904
IL3	INPP5D	9606.ENSP00000296870	9606.ENSP00000405338	0	0	0	0	0	0	0.900	0.183	0.914
IL3	PIK3R1	9606.ENSP00000296870	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.231	0.919
IL3	PTPN11	9606.ENSP00000296870	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.465	0.944
IL3	SHC1	9606.ENSP00000296870	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.563	0.954
IL3	JAK2	9606.ENSP00000296870	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.682	0.966
IL3	STAT5A	9606.ENSP00000296870	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.710	0.969
INPP5D	PTPN11	9606.ENSP00000405338	9606.ENSP00000340944	0	0	0	0.547	0.049	0.501	0.900	0.527	0.960
INPP5D	JAK2	9606.ENSP00000405338	9606.ENSP00000371067	0	0	0	0	0	0.056	0.900	0.306	0.928
INPP5D	SHC1	9606.ENSP00000405338	9606.ENSP00000401303	0	0	0	0	0.064	0.911	0.900	0.962	0.999
INPP5D	LYN	9606.ENSP00000405338	9606.ENSP00000428924	0	0	0	0	0.130	0.281	0	0.567	0.706
INPP5D	PIK3R1	9606.ENSP00000405338	9606.ENSP00000428056	0	0	0	0	0	0.486	0.900	0.328	0.962
ITGB1	PRKACA	9606.ENSP00000379350	9606.ENSP00000309591	0	0	0	0	0.065	0	0.900	0	0.902
ITGB1	PRKACB	9606.ENSP00000379350	9606.ENSP00000359719	0	0	0	0	0.065	0	0.900	0.060	0.904
ITGB1	PRKACG	9606.ENSP00000379350	9606.ENSP00000366488	0	0	0	0	0.065	0	0.900	0	0.902
ITGB1	LYN	9606.ENSP00000379350	9606.ENSP00000428924	0	0	0	0	0.062	0.501	0.360	0.219	0.735
ITGB1	PIK3R1	9606.ENSP00000379350	9606.ENSP00000428056	0	0	0	0	0	0.386	0.900	0.213	0.947
ITGB1	SHC1	9606.ENSP00000379350	9606.ENSP00000401303	0	0	0	0	0.099	0.270	0.900	0.704	0.977
JAK2	STAT3	9606.ENSP00000371067	9606.ENSP00000264657	0	0	0	0	0.053	0.884	0.900	0.995	0.999
JAK2	STAT5B	9606.ENSP00000371067	9606.ENSP00000293328	0	0	0	0	0.062	0.926	0.900	0.992	0.999
JAK2	PRKACA	9606.ENSP00000371067	9606.ENSP00000309591	0	0	0	0.601	0.063	0.102	0.900	0.059	0.909
JAK2	PTPN11	9606.ENSP00000371067	9606.ENSP00000340944	0	0	0	0	0.062	0.800	0.900	0.983	0.999
JAK2	STAT5A	9606.ENSP00000371067	9606.ENSP00000341208	0	0	0	0	0.096	0.962	0.900	0.979	0.999
JAK2	STAT1	9606.ENSP00000371067	9606.ENSP00000354394	0	0	0	0	0.096	0.887	0.900	0.978	0.999
JAK2	PRKACB	9606.ENSP00000371067	9606.ENSP00000359719	0	0	0	0.583	0.063	0.102	0.900	0.129	0.912
JAK2	PRKACG	9606.ENSP00000371067	9606.ENSP00000366488	0	0	0	0.601	0.063	0.102	0.900	0.062	0.909
JAK2	LYN	9606.ENSP00000371067	9606.ENSP00000428924	0	0	0	0.689	0.062	0.270	0.800	0.656	0.880
JAK2	PIK3R1	9606.ENSP00000371067	9606.ENSP00000428056	0	0	0	0	0.073	0.752	0.900	0.416	0.984
JAK2	SHC1	9606.ENSP00000371067	9606.ENSP00000401303	0	0	0	0	0	0.499	0.900	0.715	0.984
LYN	STAT3	9606.ENSP00000428924	9606.ENSP00000264657	0	0	0	0	0.062	0.539	0.900	0.633	0.982
LYN	STAT5B	9606.ENSP00000428924	9606.ENSP00000293328	0	0	0	0	0.062	0.140	0.900	0.661	0.969
LYN	PTPN11	9606.ENSP00000428924	9606.ENSP00000340944	0	0	0	0	0.062	0.078	0.900	0.729	0.973
LYN	STAT5A	9606.ENSP00000428924	9606.ENSP00000341208	0	0	0	0	0.088	0.140	0.900	0.575	0.962
LYN	STAT1	9606.ENSP00000428924	9606.ENSP00000354394	0	0	0	0	0.063	0.140	0.900	0.398	0.945
LYN	SYK	9606.ENSP00000428924	9606.ENSP00000364907	0	0	0	0.723	0.244	0.462	0.900	0.990	0.967
LYN	SHC1	9606.ENSP00000428924	9606.ENSP00000401303	0	0	0	0	0.062	0.499	0.900	0.710	0.984
LYN	PIK3R1	9606.ENSP00000428924	9606.ENSP00000428056	0	0	0	0	0	0.216	0.900	0.380	0.947
PIK3R1	STAT3	9606.ENSP00000428056	9606.ENSP00000264657	0	0	0	0	0	0.280	0.900	0.418	0.954
PIK3R1	PTPN11	9606.ENSP00000428056	9606.ENSP00000340944	0	0	0	0	0.062	0.912	0.900	0.874	0.998
PIK3R1	STAT1	9606.ENSP00000428056	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.425	0.940
PIK3R1	SYK	9606.ENSP00000428056	9606.ENSP00000364907	0	0	0	0	0	0.518	0.900	0.484	0.973
PIK3R1	SHC1	9606.ENSP00000428056	9606.ENSP00000401303	0	0	0	0	0	0.877	0.900	0.513	0.993
PRKACA	PTPN11	9606.ENSP00000309591	9606.ENSP00000340944	0	0	0	0	0.098	0.154	0.900	0.063	0.918
PRKACA	PRKACG	9606.ENSP00000309591	9606.ENSP00000366488	0	0	0.449	0.982	0	0.275	0.900	0.641	0.925
PRKACA	PRKACB	9606.ENSP00000309591	9606.ENSP00000359719	0	0	0.446	0.984	0.062	0.784	0.900	0.768	0.978
PRKACB	PRKACG	9606.ENSP00000359719	9606.ENSP00000366488	0	0	0.445	0.979	0.062	0.639	0.900	0.828	0.964
PTPN11	STAT3	9606.ENSP00000340944	9606.ENSP00000264657	0	0	0	0	0.062	0.497	0.600	0.852	0.968
PTPN11	STAT5B	9606.ENSP00000340944	9606.ENSP00000293328	0	0	0	0	0.062	0.346	0.500	0.863	0.952
PTPN11	SYK	9606.ENSP00000340944	9606.ENSP00000364907	0	0	0	0.550	0.062	0.078	0.900	0.696	0.934
PTPN11	SHC1	9606.ENSP00000340944	9606.ENSP00000401303	0	0	0	0.549	0	0.302	0.900	0.971	0.959
PTPN11	STAT5A	9606.ENSP00000340944	9606.ENSP00000341208	0	0	0	0	0.062	0.711	0.500	0.889	0.983
PTPN11	STAT1	9606.ENSP00000340944	9606.ENSP00000354394	0	0	0	0	0.062	0.510	0.900	0.816	0.990
SHC1	STAT5B	9606.ENSP00000401303	9606.ENSP00000293328	0	0	0	0	0.049	0.270	0	0.764	0.822
SHC1	STAT5A	9606.ENSP00000401303	9606.ENSP00000341208	0	0	0	0	0.062	0.678	0	0.645	0.883
SHC1	SYK	9606.ENSP00000401303	9606.ENSP00000364907	0	0	0	0	0.062	0.473	0.900	0.558	0.975
STAT1	STAT3	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0	0.948	0.062	0.882	0.900	0.989	0.988
STAT1	STAT5B	9606.ENSP00000354394	9606.ENSP00000293328	0	0	0	0.740	0.062	0.213	0.900	0.968	0.939
STAT1	STAT5A	9606.ENSP00000354394	9606.ENSP00000341208	0	0	0	0.729	0.062	0.600	0.900	0.913	0.969
STAT3	STAT5A	9606.ENSP00000264657	9606.ENSP00000341208	0	0	0	0.745	0.096	0.213	0.900	0.970	0.941
STAT3	SYK	9606.ENSP00000264657	9606.ENSP00000364907	0	0	0	0	0	0.886	0	0.726	0.967
STAT3	STAT5B	9606.ENSP00000264657	9606.ENSP00000293328	0	0	0	0.749	0.062	0.600	0.900	0.974	0.969
STAT5A	STAT5B	9606.ENSP00000341208	9606.ENSP00000293328	0	0	0	0.985	0.112	0.403	0.900	0.927	0.943
STAT5A	SYK	9606.ENSP00000341208	9606.ENSP00000364907	0	0	0	0	0.070	0.294	0.900	0.508	0.963
STAT5B	SYK	9606.ENSP00000293328	9606.ENSP00000364907	0	0	0	0	0.062	0.140	0.900	0.507	0.954
