#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GNAI1	GNAI2	9606.ENSP00000343027	9606.ENSP00000312999	0	0	0	0.983	0	0.860	0.900	0.771	0.985
GNAI1	GNAZ	9606.ENSP00000343027	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.584	0.901
GNAI1	RHOA	9606.ENSP00000343027	9606.ENSP00000400175	0	0	0	0	0.067	0.247	0.900	0.236	0.939
GNAI1	GNAI3	9606.ENSP00000343027	9606.ENSP00000358867	0	0	0	0.986	0	0.870	0.900	0.654	0.986
GNAI2	MAPK1	9606.ENSP00000312999	9606.ENSP00000215832	0	0	0	0	0.082	0.262	0.900	0.230	0.940
GNAI2	PLCG1	9606.ENSP00000312999	9606.ENSP00000244007	0	0	0	0	0	0.118	0.900	0.174	0.920
GNAI2	S1PR4	9606.ENSP00000312999	9606.ENSP00000246115	0	0	0	0	0.069	0	0.900	0	0.902
GNAI2	GNAO1	9606.ENSP00000312999	9606.ENSP00000262494	0	0	0	0.973	0	0.688	0.900	0.753	0.968
GNAI2	MAPK3	9606.ENSP00000312999	9606.ENSP00000263025	0	0	0	0	0.149	0.369	0.900	0.201	0.951
GNAI2	S1PR1	9606.ENSP00000312999	9606.ENSP00000305416	0	0	0	0	0.060	0	0.900	0.232	0.921
GNAI2	GNAZ	9606.ENSP00000312999	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.562	0.901
GNAI2	RHOA	9606.ENSP00000312999	9606.ENSP00000400175	0	0	0	0	0.140	0.247	0.900	0.264	0.946
GNAI2	GNAI3	9606.ENSP00000312999	9606.ENSP00000358867	0	0	0	0.983	0.057	0.885	0.900	0.832	0.988
GNAI3	MAPK1	9606.ENSP00000358867	9606.ENSP00000215832	0	0	0	0	0.078	0.254	0.900	0.171	0.935
GNAI3	PLCG1	9606.ENSP00000358867	9606.ENSP00000244007	0	0	0	0	0	0.118	0.900	0.107	0.914
GNAI3	S1PR4	9606.ENSP00000358867	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0	0.900
GNAI3	GNAO1	9606.ENSP00000358867	9606.ENSP00000262494	0	0	0	0.973	0.062	0.468	0.900	0.538	0.946
GNAI3	MAPK3	9606.ENSP00000358867	9606.ENSP00000263025	0	0	0	0	0.078	0.320	0.900	0.142	0.939
GNAI3	S1PR1	9606.ENSP00000358867	9606.ENSP00000305416	0	0	0	0	0	0.270	0.900	0.305	0.944
GNAI3	GNAZ	9606.ENSP00000358867	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.475	0.901
GNAI3	RHOA	9606.ENSP00000358867	9606.ENSP00000400175	0	0	0	0	0.116	0.247	0.900	0.147	0.935
GNAO1	MAPK1	9606.ENSP00000262494	9606.ENSP00000215832	0	0	0	0	0.078	0.247	0.900	0.239	0.940
GNAO1	PLCG1	9606.ENSP00000262494	9606.ENSP00000244007	0	0	0	0	0	0.118	0.900	0.185	0.921
GNAO1	S1PR4	9606.ENSP00000262494	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0.457	0.943
GNAO1	GNAZ	9606.ENSP00000262494	9606.ENSP00000478892	0	0	0	0.959	0.152	0	0.900	0.676	0.914
GNAO1	S1PR1	9606.ENSP00000262494	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.420	0.939
GNAO1	MAPK3	9606.ENSP00000262494	9606.ENSP00000263025	0	0	0	0	0.078	0.247	0.900	0.322	0.946
GNAO1	RHOA	9606.ENSP00000262494	9606.ENSP00000400175	0	0	0	0	0.063	0.247	0.900	0.399	0.951
GNAZ	MAPK1	9606.ENSP00000478892	9606.ENSP00000215832	0	0	0	0	0.078	0.247	0.900	0.137	0.932
GNAZ	PLCG1	9606.ENSP00000478892	9606.ENSP00000244007	0	0	0	0	0	0.118	0.900	0.145	0.918
GNAZ	S1PR4	9606.ENSP00000478892	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0	0.900
GNAZ	MAPK3	9606.ENSP00000478892	9606.ENSP00000263025	0	0	0	0	0.078	0.247	0.900	0.137	0.932
GNAZ	S1PR1	9606.ENSP00000478892	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.077	0.903
GNAZ	RHOA	9606.ENSP00000478892	9606.ENSP00000400175	0	0	0	0	0	0.247	0.900	0.083	0.924
MAPK1	SPHK1	9606.ENSP00000215832	9606.ENSP00000313681	0	0	0	0	0.049	0.057	0.800	0.090	0.814
MAPK1	SPHK2	9606.ENSP00000215832	9606.ENSP00000245222	0	0	0	0	0.062	0.057	0.800	0.083	0.816
MAPK1	S1PR4	9606.ENSP00000215832	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0	0.900
MAPK1	S1PR1	9606.ENSP00000215832	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.094	0.905
MAPK1	RHOA	9606.ENSP00000215832	9606.ENSP00000400175	0	0	0	0	0.085	0.214	0.900	0.549	0.963
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.446	0.983	0	0.887	0.900	0.923	0.988
MAPK3	PLCG1	9606.ENSP00000263025	9606.ENSP00000244007	0	0	0	0	0	0.139	0.300	0.705	0.806
MAPK3	SPHK2	9606.ENSP00000263025	9606.ENSP00000245222	0	0	0	0	0.063	0.057	0.800	0.421	0.883
MAPK3	S1PR4	9606.ENSP00000263025	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0.323	0.929
MAPK3	SPHK1	9606.ENSP00000263025	9606.ENSP00000313681	0	0	0	0	0.049	0.057	0.800	0.563	0.911
MAPK3	S1PR1	9606.ENSP00000263025	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.397	0.937
MAPK3	RHOA	9606.ENSP00000263025	9606.ENSP00000400175	0	0	0	0	0.062	0.214	0.900	0.718	0.976
PLCG1	RHOA	9606.ENSP00000244007	9606.ENSP00000400175	0	0	0	0	0	0.348	0	0.618	0.741
PLCG1	S1PR4	9606.ENSP00000244007	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0	0.900
PLCG1	S1PR1	9606.ENSP00000244007	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.071	0.903
PLCG1	SPHK1	9606.ENSP00000244007	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.124	0.908
RHOA	S1PR4	9606.ENSP00000400175	9606.ENSP00000246115	0	0	0	0	0	0	0.900	0.285	0.925
RHOA	S1PR1	9606.ENSP00000400175	9606.ENSP00000305416	0	0	0	0	0	0	0.900	0.375	0.934
S1PR1	SPHK2	9606.ENSP00000305416	9606.ENSP00000245222	0	0	0	0	0	0	0	0.893	0.893
S1PR1	S1PR4	9606.ENSP00000305416	9606.ENSP00000246115	0	0	0	0.872	0.110	0	0.800	0.832	0.833
S1PR1	SPHK1	9606.ENSP00000305416	9606.ENSP00000313681	0	0	0	0	0	0	0	0.916	0.916
S1PR4	SPHK2	9606.ENSP00000246115	9606.ENSP00000245222	0	0	0	0	0	0	0	0.865	0.865
S1PR4	SPHK1	9606.ENSP00000246115	9606.ENSP00000313681	0	0	0	0	0	0	0	0.734	0.734
SPHK1	SPHK2	9606.ENSP00000313681	9606.ENSP00000245222	0	0	0	0.882	0	0	0.800	0.951	0.822
